dataset,classifier,method,metric,change_kind,value_run1,value_run2,delta,attribution
smoke_spring,lstm,TSCausal,validity,changed_value,0.4,0.45,0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,validity_base,changed_value,0.4,0.45,0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,lstm,TSCausal,validity_shift,changed_value,0.5,0.55,0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; local test accuracy changed 0.97→0.98"
smoke_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard_valid,new_metric,,0.5,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard_valid,new_metric,,0,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Pearl,do_complexity_mean,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Pearl,do_complexity_mean_all,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Pearl,do_complexity_mean_pearl_scorable,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Pearl,do_complexity_median,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Pearl,do_complexity_stability,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Pearl,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Pearl,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Pearl,ood,new_metric,,0.0764905535242,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Pearl,validity,new_metric,,0.5,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard_valid,new_metric,,0,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard_valid,new_metric,,0.5,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Rollout,do_complexity_mean,new_metric,,15,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Rollout,do_complexity_mean_all,new_metric,,15,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Rollout,do_complexity_mean_pearl_scorable,new_metric,,15,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Rollout,do_complexity_median,new_metric,,15,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Rollout,do_complexity_stability,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Rollout,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Rollout,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_spring,oracle,OracleCF-Rollout,ood,new_metric,,0.0776213029633,,Stage 2 D8 expanded oracle coverage
smoke_spring,oracle,OracleCF-Rollout,validity,new_metric,,0.5,,Stage 2 D8 expanded oracle coverage
